FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,24,07/01/2024,07/31/2024,21.37096774,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,24,07/01/2024,07/31/2024,26.4,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,24,07/01/2024,07/31/2024,25,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,24,07/01/2024,07/31/2024,33.92857143,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,1,08/01/2022,08/31/2022,15.7305885,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,1,08/01/2022,08/31/2022,28.05343511,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,1,08/01/2022,08/31/2022,35.15981735,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,1,08/01/2022,08/31/2022,36.88888889,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,1,08/01/2022,08/31/2022,45.87155963,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,2,09/01/2022,09/30/2022,15.47375596,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,2,09/01/2022,09/30/2022,29.89473684,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,2,09/01/2022,09/30/2022,33.18965517,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,2,09/01/2022,09/30/2022,38.88888889,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,2,09/01/2022,09/30/2022,36.53846154,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,3,10/01/2022,10/31/2022,15.56844548,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,3,10/01/2022,10/31/2022,28.41880342,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,3,10/01/2022,10/31/2022,40.38461538,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,3,10/01/2022,10/31/2022,43.47826087,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,3,10/01/2022,10/31/2022,42.72727273,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,4,11/01/2022,11/30/2022,15.36192421,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,4,11/01/2022,11/30/2022,29.42477876,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,4,11/01/2022,11/30/2022,40.97560976,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,4,11/01/2022,11/30/2022,38.69565217,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,4,11/01/2022,11/30/2022,45,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,5,12/01/2022,12/31/2022,14.24199623,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,5,12/01/2022,12/31/2022,27.27272727,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,5,12/01/2022,12/31/2022,32.16080402,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,5,12/01/2022,12/31/2022,38.31775701,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,5,12/01/2022,12/31/2022,42.85714286,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,6,01/01/2023,01/31/2023,15.14423077,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,6,01/01/2023,01/31/2023,31.25,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,6,01/01/2023,01/31/2023,34.95575221,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,6,01/01/2023,01/31/2023,38.0952381,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,6,01/01/2023,01/31/2023,37.73584906,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,7,02/01/2023,02/28/2023,15.60053981,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,7,02/01/2023,02/28/2023,28.28784119,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,7,02/01/2023,02/28/2023,41.11675127,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,7,02/01/2023,02/28/2023,35.34883721,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,7,02/01/2023,02/28/2023,42.04545455,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,8,03/01/2023,03/31/2023,15.92371871,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,8,03/01/2023,03/31/2023,33.03370787,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,8,03/01/2023,03/31/2023,42.65402844,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,8,03/01/2023,03/31/2023,44.40433213,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,8,03/01/2023,03/31/2023,41.66666667,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,9,04/01/2023,04/30/2023,15.45431664,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,9,04/01/2023,04/30/2023,30.12048193,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,9,04/01/2023,04/30/2023,39.51219512,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,9,04/01/2023,04/30/2023,47.69230769,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,9,04/01/2023,04/30/2023,41.66666667,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,10,05/01/2023,05/31/2023,15.30612245,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,10,05/01/2023,05/31/2023,28.48232848,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,10,05/01/2023,05/31/2023,45.57522124,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,10,05/01/2023,05/31/2023,37.12121212,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,10,05/01/2023,05/31/2023,41.58415842,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,11,06/01/2023,06/30/2023,15.42828931,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,11,06/01/2023,06/30/2023,30.36876356,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,11,06/01/2023,06/30/2023,40.75630252,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,11,06/01/2023,06/30/2023,35.90909091,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,11,06/01/2023,06/30/2023,50.58823529,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,12,07/01/2023,07/31/2023,15.82768635,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,12,07/01/2023,07/31/2023,30.4950495,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,12,07/01/2023,07/31/2023,42.44897959,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,12,07/01/2023,07/31/2023,40.15748031,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,12,07/01/2023,07/31/2023,45.63106796,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,13,08/01/2023,08/31/2023,16.23970723,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,13,08/01/2023,08/31/2023,28.77358491,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,13,08/01/2023,08/31/2023,45.02164502,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,13,08/01/2023,08/31/2023,38.61003861,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,13,08/01/2023,08/31/2023,36.17021277,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,14,09/01/2023,09/30/2023,15.41022592,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,14,09/01/2023,09/30/2023,30,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,14,09/01/2023,09/30/2023,42.21105528,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,14,09/01/2023,09/30/2023,38.81278539,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,14,09/01/2023,09/30/2023,41.11111111,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,15,10/01/2023,10/31/2023,15.06974617,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,15,10/01/2023,10/31/2023,29.47598253,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,15,10/01/2023,10/31/2023,44.91525424,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,15,10/01/2023,10/31/2023,44.44444444,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,15,10/01/2023,10/31/2023,49.13793103,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,16,11/01/2023,11/30/2023,14.66443754,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,16,11/01/2023,11/30/2023,30.9352518,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,16,11/01/2023,11/30/2023,41.26213592,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,16,11/01/2023,11/30/2023,31.57894737,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,16,11/01/2023,11/30/2023,42.69662921,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,17,12/01/2023,12/31/2023,14.68580843,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,17,12/01/2023,12/31/2023,28.84160757,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,17,12/01/2023,12/31/2023,37.69633508,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,17,12/01/2023,12/31/2023,39.81481481,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,17,12/01/2023,12/31/2023,33.67346939,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,18,01/01/2024,01/31/2024,15.37944929,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,18,01/01/2024,01/31/2024,30.94688222,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,18,01/01/2024,01/31/2024,42.78606965,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,18,01/01/2024,01/31/2024,44.92753623,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,18,01/01/2024,01/31/2024,45.16129032,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,19,02/01/2024,02/29/2024,15.85064293,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,19,02/01/2024,02/29/2024,28.38196286,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,19,02/01/2024,02/29/2024,45.85365854,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,19,02/01/2024,02/29/2024,44.1314554,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,19,02/01/2024,02/29/2024,43.18181818,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,20,03/01/2024,03/31/2024,15.89403974,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,20,03/01/2024,03/31/2024,31.82897862,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,20,03/01/2024,03/31/2024,39.62264151,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,20,03/01/2024,03/31/2024,37.36654804,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,20,03/01/2024,03/31/2024,40.81632653,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,21,04/01/2024,04/30/2024,14.16648364,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,21,04/01/2024,04/30/2024,31.49779736,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,21,04/01/2024,04/30/2024,41.96428571,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,21,04/01/2024,04/30/2024,36.36363636,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,21,04/01/2024,04/30/2024,39.13043478,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,22,05/01/2024,05/31/2024,15.89720264,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,22,05/01/2024,05/31/2024,28.60824742,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,22,05/01/2024,05/31/2024,42.5,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,22,05/01/2024,05/31/2024,33.58778626,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,22,05/01/2024,05/31/2024,34.44444444,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,23,06/01/2024,06/30/2024,14.78032474,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,23,06/01/2024,06/30/2024,27.36077482,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,23,06/01/2024,06/30/2024,36.55913978,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,23,06/01/2024,06/30/2024,36.40167364,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,23,06/01/2024,06/30/2024,46.15384615,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Female,24,07/01/2024,07/31/2024,14.76278823,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Female,24,07/01/2024,07/31/2024,25.21489971,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Female,24,07/01/2024,07/31/2024,36.93181818,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Female,24,07/01/2024,07/31/2024,37.93103448,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Female,24,07/01/2024,07/31/2024,33.75,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,1,08/01/2022,08/31/2022,14.33998101,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,1,08/01/2022,08/31/2022,25.6916996,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,1,08/01/2022,08/31/2022,31.40495868,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,1,08/01/2022,08/31/2022,41.69611307,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,1,08/01/2022,08/31/2022,40.86956522,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,2,09/01/2022,09/30/2022,13.54679803,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,2,09/01/2022,09/30/2022,25,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,2,09/01/2022,09/30/2022,30.6010929,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,2,09/01/2022,09/30/2022,32.58064516,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,2,09/01/2022,09/30/2022,41.34615385,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,3,10/01/2022,10/31/2022,12.97633873,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,3,10/01/2022,10/31/2022,21.57996146,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,3,10/01/2022,10/31/2022,29.75460123,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,3,10/01/2022,10/31/2022,33.92226148,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,3,10/01/2022,10/31/2022,29,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,4,11/01/2022,11/30/2022,14.92465917,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,4,11/01/2022,11/30/2022,30.16157989,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,4,11/01/2022,11/30/2022,40.54726368,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,4,11/01/2022,11/30/2022,38.69047619,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,4,11/01/2022,11/30/2022,37.75510204,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,5,12/01/2022,12/31/2022,13.60381862,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,5,12/01/2022,12/31/2022,26.11806798,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,5,12/01/2022,12/31/2022,34.03693931,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,5,12/01/2022,12/31/2022,33.66336634,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,5,12/01/2022,12/31/2022,39.81481481,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,6,01/01/2023,01/31/2023,14.86588117,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,6,01/01/2023,01/31/2023,30.31496063,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,6,01/01/2023,01/31/2023,33.92857143,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,6,01/01/2023,01/31/2023,37.87375415,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,6,01/01/2023,01/31/2023,45.63106796,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,7,02/01/2023,02/28/2023,15.2337453,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,7,02/01/2023,02/28/2023,28.97384306,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,7,02/01/2023,02/28/2023,30.87818697,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,7,02/01/2023,02/28/2023,36.33093525,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,7,02/01/2023,02/28/2023,40.4494382,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,8,03/01/2023,03/31/2023,14.67999048,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,8,03/01/2023,03/31/2023,28.5971223,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,8,03/01/2023,03/31/2023,35.69682152,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,8,03/01/2023,03/31/2023,34.85714286,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,8,03/01/2023,03/31/2023,36.93693694,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,9,04/01/2023,04/30/2023,15.28230866,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,9,04/01/2023,04/30/2023,28.59884837,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,9,04/01/2023,04/30/2023,40.22988506,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,9,04/01/2023,04/30/2023,36.99059561,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,9,04/01/2023,04/30/2023,50,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,10,05/01/2023,05/31/2023,14.73361622,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,10,05/01/2023,05/31/2023,28.62318841,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,10,05/01/2023,05/31/2023,35.86206897,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,10,05/01/2023,05/31/2023,37.79761905,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,10,05/01/2023,05/31/2023,41.52542373,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,11,06/01/2023,06/30/2023,14.21592574,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,11,06/01/2023,06/30/2023,28.88888889,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,11,06/01/2023,06/30/2023,35.8490566,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,11,06/01/2023,06/30/2023,38.46153846,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,11,06/01/2023,06/30/2023,50,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,12,07/01/2023,07/31/2023,15.39385207,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,12,07/01/2023,07/31/2023,27.75800712,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,12,07/01/2023,07/31/2023,40.89709763,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,12,07/01/2023,07/31/2023,38.26086957,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,12,07/01/2023,07/31/2023,40.16393443,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,13,08/01/2023,08/31/2023,14.43825441,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,13,08/01/2023,08/31/2023,28.33935018,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,13,08/01/2023,08/31/2023,37.93103448,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,13,08/01/2023,08/31/2023,35.30997305,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,13,08/01/2023,08/31/2023,38.94736842,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,14,09/01/2023,09/30/2023,15.39218097,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,14,09/01/2023,09/30/2023,31.97026022,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,14,09/01/2023,09/30/2023,43.46733668,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,14,09/01/2023,09/30/2023,41.97530864,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,14,09/01/2023,09/30/2023,39.25233645,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,15,10/01/2023,10/31/2023,15.04955059,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,15,10/01/2023,10/31/2023,33.92226148,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,15,10/01/2023,10/31/2023,39.89071038,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,15,10/01/2023,10/31/2023,36.57718121,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,15,10/01/2023,10/31/2023,50.4587156,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,16,11/01/2023,11/30/2023,14.98154982,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,16,11/01/2023,11/30/2023,30.85501859,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,16,11/01/2023,11/30/2023,40.26315789,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,16,11/01/2023,11/30/2023,42.57425743,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,16,11/01/2023,11/30/2023,37.86407767,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,17,12/01/2023,12/31/2023,14.2195122,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,17,12/01/2023,12/31/2023,31.17870722,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,17,12/01/2023,12/31/2023,36.97916667,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,17,12/01/2023,12/31/2023,37.37373737,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,17,12/01/2023,12/31/2023,40.56603774,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,18,01/01/2024,01/31/2024,14.67226499,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,18,01/01/2024,01/31/2024,29.41176471,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,18,01/01/2024,01/31/2024,39.51219512,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,18,01/01/2024,01/31/2024,40.81632653,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,18,01/01/2024,01/31/2024,45.54455446,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,19,02/01/2024,02/29/2024,14.77188656,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,19,02/01/2024,02/29/2024,32.09109731,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,19,02/01/2024,02/29/2024,36.31578947,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,19,02/01/2024,02/29/2024,36.20071685,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,19,02/01/2024,02/29/2024,41.37931034,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,20,03/01/2024,03/31/2024,15.26019691,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,20,03/01/2024,03/31/2024,31.640625,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,20,03/01/2024,03/31/2024,37.86407767,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,20,03/01/2024,03/31/2024,39.88269795,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,20,03/01/2024,03/31/2024,38.04347826,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,21,04/01/2024,04/30/2024,15.22339936,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,21,04/01/2024,04/30/2024,30.62381853,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,21,04/01/2024,04/30/2024,39.43661972,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,21,04/01/2024,04/30/2024,37.38872404,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,21,04/01/2024,04/30/2024,41.2371134,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,22,05/01/2024,05/31/2024,15.61119293,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,22,05/01/2024,05/31/2024,27.74566474,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,22,05/01/2024,05/31/2024,38.98734177,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,22,05/01/2024,05/31/2024,36.03351955,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,22,05/01/2024,05/31/2024,39.58333333,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,23,06/01/2024,06/30/2024,14.99500998,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,23,06/01/2024,06/30/2024,28.60169492,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,23,06/01/2024,06/30/2024,39.43298969,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,23,06/01/2024,06/30/2024,40.06410256,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,23,06/01/2024,06/30/2024,49,Percent
3,IP,All Drugs and co-occurring disorders,Sex,Male,24,07/01/2024,07/31/2024,13.65600691,Percent
3,IP,All Opioids and co-occurring disorders,Sex,Male,24,07/01/2024,07/31/2024,27.31958763,Percent
3,IP,Stimulants and co-occurring disorders,Sex,Male,24,07/01/2024,07/31/2024,31.51125402,Percent
3,IP,Cannabis and co-occurring disorders,Sex,Male,24,07/01/2024,07/31/2024,35.13513514,Percent
3,IP,Benzodiazepine and co-occurring disorders,Sex,Male,24,07/01/2024,07/31/2024,41.05263158,Percent
3,IP,All Drugs and co-occurring disorders,Total,Total,1,08/01/2022,08/31/2022,15.05586914,Percent
3,IP,All Opioids and co-occurring disorders,Total,Total,1,08/01/2022,08/31/2022,26.89320388,Percent
3,IP,Stimulants and co-occurring disorders,Total,Total,1,08/01/2022,08/31/2022,32.81786942,Percent
3,IP,Cannabis and co-occurring disorders,Total,Total,1,08/01/2022,08/31/2022,39.56692913,Percent
3,IP,Benzodiazepine and co-occurring disorders,Total,Total,1,08/01/2022,08/31/2022,43.30357143,Percent
3,IP,All Drugs and co-occurring disorders,Total,Total,2,09/01/2022,09/30/2022,14.54910767,Percent
3,IP,All Opioids and co-occurring disorders,Total,Total,2,09/01/2022,09/30/2022,27.31804586,Percent
3,IP,Stimulants and co-occurring disorders,Total,Total,2,09/01/2022,09/30/2022,31.60535117,Percent
3,IP,Cannabis and co-occurring disorders,Total,Total,2,09/01/2022,09/30/2022,35.29411765,Percent
3,IP,Benzodiazepine and co-occurring disorders,Total,Total,2,09/01/2022,09/30/2022,38.94230769,Percent
3,IP,All Drugs and co-occurring disorders,Total,Total,3,10/01/2022,10/31/2022,14.31831832,Percent
3,IP,All Opioids and co-occurring disorders,Total,Total,3,10/01/2022,10/31/2022,24.82269504,Percent
3,IP,Stimulants and co-occurring disorders,Total,Total,3,10/01/2022,10/31/2022,33.89513109,Percent
3,IP,Cannabis and co-occurring disorders,Total,Total,3,10/01/2022,10/31/2022,38.20662768,Percent
3,IP,Benzodiazepine and co-occurring disorders,Total,Total,3,10/01/2022,10/31/2022,36.19047619,Percent
3,IP,All Drugs and co-occurring disorders,Total,Total,4,11/01/2022,11/30/2022,15.14904518,Percent
3,IP,All Opioids and co-occurring disorders,Total,Total,4,11/01/2022,11/30/2022,29.83151635,Percent
